STAID,STANAME,DRAIN_SQKM,STOR_NID_2009_MM3,RUNAVE7100_MM3,STO_RATIO,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV
06720990,"BIG DRY CREEK AT MOUTH NEAR FORT LUPTON, CO",272.4498,100.63,6.564699727,15.33,3.884,1.295,13.985,7.448
06721000,"SOUTH PLATTE RIVER AT FORT LUPTON, CO.",13064.82,1608.64,943.9349434,1.70,2.092,0.833,4.758,1.282
06724000,"ST. VRAIN CREEK AT LYONS, CO.",560.2756,33.45,50.77011866,0.66,0.654,0.718,0.400,0.011
06725450,"ST. VRAIN CREEK BELOW LONGMONT, CO.",1089.185,114.72,98.85538908,1.16,1.402,0.812,2.843,0.717
06725500,"MIDDLE BOULDER CREEK AT NEDERLAND, CO.",94.65391,1.00,8.821473702,0.11,0.773,0.790,0.431,0.000
06727000,"BOULDER CREEK NEAR ORODELL, CO.",265.7169,26.34,24.39953406,1.08,0.969,0.566,0.513,0.000
06729500,"SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS, CO.",287.6688,59.11,26.32919185,2.25,1.395,0.604,0.547,0.000
06730200,BOULDER CR AT NORTH 75TH ST NR BOULDER,799.5843,114.11,73.13278662,1.56,1.877,1.019,2.903,0.093
06730300,"COAL CREEK NEAR PLAINVIEW, CO.",39.231,0.00,3.617148416,0.00,2.154,1.310,1.410,0.000
06730500,"BOULDER CREEK AT MOUTH, NEAR LONGMONT, CO.",1184.466,173.67,107.6632571,1.61,2.116,1.014,4.349,1.519
06731000,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE, CO.",2536.561,304.10,230.3236197,1.32,1.813,0.905,3.690,1.414
06733000,"BIG THOMPSON RIVER AT ESTES PARK, CO.",355.3853,0.00,17.46678946,0.00,0.784,0.366,0.545,0.000
06735500,"BIG THOMPSON RIVER NEAR ESTES PARK, CO.",419.0184,7.21,20.55839194,0.35,1.192,0.496,0.945,0.019
06738000,"BIG THOMPSON R AT MOUTH OF CANYON, NR DRAKE, CO.",791.4474,7.52,38.41638984,0.20,0.983,0.578,0.649,0.010
06741510,"BIG THOMPSON RIVER AT LOVELAND, CO.",1386.055,77.78,66.89928905,1.16,1.324,0.682,1.257,0.205
06744000,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE, CO.",2148.339,370.63,104.3576723,3.55,1.466,0.692,1.859,0.784
06746095,"JOE WRIGHT CREEK ABOVE JOE WRIGHT RESERVOIR, CO.",8.9046,0.00,0.497417723,0.00,0.340,0.205,0.038,0.000
06746110,"JOE WRIGHT CREEK BELOW JOE WRIGHT RESERVOIR, CO.",18.1827,11.83,0.866448203,13.65,0.500,0.399,0.076,0.000
06748600,"SOUTH FORK CACHE LA POUDRE RIVER NR RUSTIC, CO.",239.5683,7.20,9.390976741,0.77,0.397,0.220,0.081,0.000
06751150,N FK CACHE LA POUDRE R BLW HALLIGAN RES NR VA DALE,917.2269,19.07,35.66465279,0.53,1.072,0.404,0.148,0.000
06751490,"NORTH FORK CACHE LA POUDRE R. AT LIVERMORE, CO",1399.281,24.29,54.46474609,0.45,1.039,0.412,0.183,0.000
06752000,"CACHE LA POUDRE R A MO OF CN, NR FT COLLINS, CO.",2731.311,90.63,107.0363908,0.85,0.833,0.371,0.180,0.000
06752260,"CACHE LA POUDRE RIVER AT FORT COLLINS, CO.",2920.828,94.80,114.4626928,0.83,0.902,0.426,0.323,0.049
06752280,"CACHE LA POUDRE R AB BOXELDER C, NR TIMNATH, CO.",3222.639,1238.28,126.2687323,9.81,1.075,0.490,0.855,0.128
06752500,"CACHE LA POUDRE RIVER NEAR GREELEY, CO.",4873.345,1505.07,190.5781992,7.90,1.336,0.571,1.816,0.788
06754000,"SOUTH PLATTE RIVER NEAR KERSEY, CO.",25015.64,3913.25,1535.955543,2.55,1.781,0.736,3.471,1.074
06754500,"MIDDLE CROW CREEK NEAR HECLA, WY",67.2156,0.00,0.82337228,0.00,1.633,0.483,0.329,0.000
06755960,"CROW CREEK AT 19TH STREET, AT CHEYENNE, WY",660.9825,23.07,7.611715834,3.03,1.301,0.400,0.660,0.050
06758500,"SOUTH PLATTE RIVER NEAR WELDONA, CO.",34161.13,4272.89,1669.816873,2.56,1.549,0.659,2.693,0.797
06759500,"SOUTH PLATTE RIVER AT FORT MORGAN, CO.",37912.93,4301.96,1693.199795,2.54,1.470,0.625,2.447,0.719
06760000,"SOUTH PLATTE RIVER AT BALZAC, CO.",43451.07,4412.46,1736.901775,2.54,1.376,0.581,2.173,0.628
06762500,"LODGEPOLE CREEK AT BUSHNELL, NEBR.",3151.437,4.93,28.98230067,0.17,0.972,0.459,0.306,0.032
06763500,"LODGEPOLE CREEK AT RALTON, NEBR.",8580.63,23.43,78.14431225,0.30,0.947,0.422,0.292,0.028
06768500,"BUFFALO CREEK NEAR DARR, NEBR.",167.3829,19.06,2.52272142,7.56,0.532,0.275,0.232,0.000
06769000,"Buffalo Creek near Overton, Nebr.",517.5324,21.74,7.778874245,2.79,0.778,0.433,0.358,0.000
06769525,"Elm Creek near Elm Creek, Nebr.",182.2743,0.07,2.755121613,0.02,1.019,0.574,0.414,0.000
06771000,"WOOD RIVER NEAR RIVERDALE, NEBR.",949.2156,1.65,18.00083921,0.09,0.874,0.397,0.465,0.000
06771500,"WOOD RIVER NEAR GIBBON, NE",1366.853,3.17,25.93811329,0.12,1.058,0.458,0.851,0.114
06772000,"WOOD RIVER NEAR ALDA, NEBR.",1559.7,5.94,29.62152606,0.20,1.120,0.464,0.921,0.099
06772100,"Wood River at Grand Island, Nebr.",1809.25,5.94,34.2843286,0.17,1.239,0.499,1.258,0.101
06772775,"Warm Slough near Central City, Nebr.",102.8304,0.00,2.053043898,0.00,2.840,0.766,7.828,0.103
06772898,"Silver Creek, at Mile 4 near Silver Creek, Nebr.",379.592,0.00,7.59184,0.00,1.379,0.688,0.875,0.000
06773500,"Prairie Creek near Silver Creek, Nebr.",1279.019,0.68,26.54837995,0.03,1.334,0.611,0.830,0.018
06775500,"MIDDLE LOUP RIVER AT DUNNING, NEBR.",5459.764,0.00,425.9552816,0.00,0.484,0.356,0.230,0.000
06776500,"DISMAL RIVER AT DUNNING, NE",4004.643,0.00,235.1122301,0.00,0.346,0.135,0.115,0.000
06779000,"MIDDLE LOUP R. AT ARCADIA, NEBR.",12327.25,4.44,803.6962666,0.01,0.453,0.297,0.203,0.000
06783500,"MUD CREEK NEAR SWEETWATER, NE",1840.639,1.80,51.463567,0.03,0.964,0.461,0.805,0.002
06784000,"SOUTH LOUP R AT ST. MICHAEL, NEBR.",6019.745,5.40,140.9836318,0.04,0.809,0.408,0.482,0.001
06784800,"TURKEY CREEK NEAR DANNEBROG, NEBR.",162.5472,0.21,9.270495941,0.02,1.296,0.580,0.840,0.000
06785000,"MIDDLE LOUP R. AT ST. PAUL, NEBR.",20917.87,166.45,1095.406098,0.15,0.621,0.410,0.331,0.000
06786000,"NORTH LOUP RIVER AT TAYLOR, NEBR.",6088.005,10.45,458.6855167,0.02,0.292,0.250,0.136,0.000
06787500,"CALAMUS RIVER NEAR BURWELL, NEBR.",2568.365,219.18,255.1951607,0.86,0.315,0.262,0.130,0.000
06788500,"NORTH LOUP RIVER AT ORD, NEBR.",9662.612,232.48,777.4846819,0.30,0.367,0.335,0.188,0.000
06789000,"NORTH LOUP RIVER AT SCOTIA, NEBR.",10180.04,233.73,809.6857695,0.29,0.398,0.354,0.209,0.000
06790500,NORTH LOUP RIVER NR ST PAUL NEBR,11142.12,293.00,871.5908885,0.34,0.443,0.374,0.230,0.000
06791500,"CEDAR RIVER NEAR SPALDING, NE",1946.793,2.66,145.7331861,0.02,0.426,0.275,0.171,0.000
06792000,"CEDAR RIVER NEAR FULLERTON, NEBR.",3150.11,3.82,235.8252989,0.02,0.632,0.395,0.300,0.000
06793000,"LOUP RIVER NEAR GENOA, NEBR.",36048.14,466.11,2258.891806,0.21,0.597,0.404,0.318,0.000
06794000,"BEAVER CREEK AT GENOA, NEBR.",1756.508,2.85,118.0966373,0.02,0.795,0.498,0.388,0.000
06794500,"LOUP RIVER AT COLUMBUS, NEBR.",38361.71,469.04,2410.418919,0.19,0.616,0.413,0.326,0.000
06794650,"Clear Creek 1.75 mile W of Polk County line, Nebr.",278.7966,6.32,5.94234322,1.06,1.158,0.465,0.322,0.000
06795500,"SHELL CREEK NEAR COLUMBUS, NEBR.",761.7224,0.48,47.39221205,0.01,1.291,0.645,0.534,0.000
06797500,"ELKHORN RIVER AT EWING, NEBR.",3689.305,0.56,259.3467047,0.00,0.633,0.318,0.308,0.007
06798000,"SOUTH FORK ELKHORN RIVER AT EWING, NEBR.",729.5616,0.10,51.21963817,0.00,0.643,0.306,0.183,0.000
06798500,"ELKHORN RIVER AT NELIGH, NE",5912.963,1.63,415.4435978,0.00,0.704,0.359,0.301,0.004
06799000,ELKHORN R AT NORFOLK NE,7418.138,3.00,519.8591052,0.01,0.821,0.436,0.352,0.009
06799100,"NORTH FORK ELKHORN RIVER NEAR PIERCE, NEBR.",1836.301,37.63,101.1378951,0.37,1.290,0.606,0.478,0.000
06799315,"Elkhorn River at Pilger, Nebr.",11275.33,54.24,788.3578815,0.07,1.004,0.537,0.514,0.017
06799350,"ELKHORN RIVER AT WEST POINT, NEBR.",12110.4,57.27,861.848242,0.07,1.024,0.542,0.525,0.016
06799445,"Logan Creek at Wakefield, Nebr.",1401.786,0.25,132.6561257,0.00,1.353,0.667,0.669,0.011
06799450,LOGAN CREEK AT PENDER NE,1908.638,0.44,180.7300392,0.00,1.344,0.648,0.694,0.008
06799460,"Logan Creek near Bancroft, Nebr.",2210.763,0.44,209.5324694,0.00,1.342,0.634,0.705,0.007
06799500,"LOGAN CREEK NEAR UEHLING, NEBR.",2627.703,1.07,249.1121305,0.00,1.332,0.617,0.737,0.006
06800000,"MAPLE CREEK NEAR NICKERSON, NE",953.9042,2.37,85.16156218,0.03,1.323,0.724,0.482,0.000
06800500,"ELKHORN RIVER AT WATERLOO, NE",17988.7,66.57,1402.682914,0.05,1.139,0.582,0.632,0.028
06803000,"SALT CREEK AT ROCA, NEBR.",433.5349,83.32,57.50658364,1.45,1.449,0.505,0.702,0.010
06803080,"Salt Creek at Pioneers Boulevard at Lincoln, Nebr.",571.8834,96.44,75.89498914,1.27,1.565,0.520,1.671,0.658
06803093,"Haines Branch at SW 56th St at Lincoln, Nebr.",147.204,19.64,19.43022142,1.01,1.428,0.467,0.520,0.000
06803170,"Middle Creek at SW 40th St at Lincoln, Nebr.",246.4074,62.33,32.57441762,1.91,1.524,0.646,1.053,0.143
06803486,"Oak Creek at Air Park Road at Lincoln, Nebr.",627.1623,177.22,83.08213408,2.13,1.399,0.549,0.758,0.027
06803495,"Salt Creek at Fairgrounds at Lincoln, Nebr.",1771.749,365.58,234.7749915,1.56,1.974,0.591,3.865,0.803
06803500,"SALT CREEK AT LINCOLN, NEBR.",1774.213,365.58,235.1025614,1.55,1.982,0.592,3.928,0.807
06803510,"LITTLE SALT CREEK NEAR LINCOLN, NEBR.",113.2785,0.26,15.0660405,0.02,1.353,0.603,0.690,0.206
06803513,"Salt Creek at 70th Street at Lincoln, Nebr.",1956.816,366.25,259.3888758,1.41,2.127,0.602,4.816,0.927
06803520,"STEVENS CREEK NR. LINCOLN, NEBR.",123.0615,7.30,16.39390846,0.45,1.846,0.703,3.212,2.024
06803530,"ROCK CREEK NEAR CERESCO, NEBR.",309.7458,1.24,41.1961914,0.03,1.330,0.685,0.555,0.000
06803555,"SALT CREEK AT GREENWOOD, NEBR.",2723.988,374.97,361.5562892,1.04,1.938,0.628,3.867,0.776
06804000,"WAHOO CREEK AT ITHACA, NEBR.",698.9238,15.79,92.69623671,0.17,1.432,0.685,0.750,0.027
06804700,"Wahoo Creek at Ashland, Nebr.",1084.905,15.79,144.0317708,0.11,1.421,0.671,0.659,0.018
06804900,"Johnson Creek near Memphis, Nebr.",55.1925,6.13,7.3406025,0.84,1.871,0.717,1.173,0.000
06805000,"SALT CREEK NEAR ASHLAND, NEBR.",4194.005,397.77,556.7839412,0.71,1.779,0.650,2.784,0.512
06806000,"Waubonsie Creek near Bartlett, IA",78.5007,19.19,13.88490551,1.38,1.243,0.508,0.783,0.000
06806500,"WEEPING WATER CREEK AT UNION, NEBR.",624.618,19.83,107.4543462,0.18,1.429,0.545,0.792,0.000
06807410,"West Nishnabotna River at Hancock, IA",1588.396,9.64,328.7067981,0.03,1.301,0.634,0.950,0.011
06808500,"West Nishnabotna River at Randolph, IA",3428.401,15.22,709.0526381,0.02,1.243,0.635,0.880,0.005
06809000,"Davids Creek near Hamlin, IA",67.9518,0.18,15.38174612,0.01,1.064,0.640,0.580,0.011
06809210,"East Nishnabotna River near Atlantic, IA",1138.358,16.69,257.4535497,0.06,1.308,0.642,1.081,0.022
06809500,"East Nishnabotna River at Red Oak, IA",2317.012,33.53,524.6662826,0.06,1.310,0.647,1.059,0.014
06810000,"Nishnabotna River above Hamburg, IA",7281.761,59.45,1565.189769,0.04,1.272,0.630,0.964,0.010
06811500,"LITTLE NEMAHA RIVER AT AUBURN, NE",2051.853,92.56,309.980409,0.30,1.353,0.567,0.686,0.012
06811840,"Tarkio River at Stanton, IA",128.88,0.00,24.60955867,0.00,1.264,0.736,0.885,0.000
06813000,TARKIO RIVER AT FAIRFAX MO,1236.716,0.72,234.5112821,0.00,1.225,0.623,0.651,0.000
06814000,"TURKEY C NR SENECA, KS",713.826,8.60,122.3794002,0.07,1.124,0.428,0.330,0.000
06814500,"NORTH FORK BIG NEMAHA RIVER AT HUMBOLDT, NEBR.",1422.436,79.59,217.2138006,0.37,1.284,0.551,0.487,0.000
06815000,"BIG NEMAHA RIVER AT FALLS CITY, NEBR.",3473.247,117.35,565.8864086,0.21,1.246,0.514,0.513,0.005
06815500,"MUDDY CREEK AT VERDON, NEBR.",482.859,2.17,73.86400352,0.03,1.219,0.509,0.416,0.000
06816000,MILL CREEK AT OREGON MO,12.7908,0.08,2.445215957,0.03,1.342,0.876,0.922,0.000
06817000,"Nodaway River at Clarinda, IA",1971.839,10.70,447.3714239,0.02,1.247,0.616,0.762,0.000
06817500,"NODAWAY RIVER NEAR BURLINGTON JCT, MO",3350.839,50.32,755.5555548,0.07,1.268,0.599,0.815,0.000
06817700,"Nodaway River near Graham, MO",3927.898,58.68,884.124669,0.07,1.255,0.590,0.755,0.000
06818750,"Platte River near Diagonal, IA",560.241,13.27,143.0132243,0.09,1.344,0.593,1.226,0.054
06819185,"East Fork 102 River at Bedford, IA",221.7609,4.41,52.2654516,0.08,1.295,0.613,0.825,0.000
06819190,"East Fork 102 River near Bedford, IA",239.2704,4.62,56.39249208,0.08,1.371,0.622,0.932,0.000
06820000,WHITE CLOUD CREEK NR MARYVILLE,15.579,0.00,3.658862129,0.00,1.366,0.838,0.461,0.000
06820410,"One Hundred Two River near Bolckow, MO",1669.097,15.13,392.354298,0.04,1.335,0.559,1.016,0.035
06820500,"Platte River near Agency, MO",4541.226,42.54,1119.326834,0.04,1.323,0.539,1.052,0.047
06821000,JENKINS BRANCH AT GOWER MO,7.0299,0.00,1.7996544,0.00,1.272,0.527,0.492,0.000
06821080,"Little Platte River near Plattsburg, MO",172.5372,0.07,44.19828515,0.00,1.231,0.415,0.699,0.000
06821150,"Little Platte River at Smithville, MO",601.344,307.17,154.7436711,1.99,1.427,0.511,1.359,0.055
06821190,"Platte River at Sharps Station, MO",6178.813,358.59,1539.374642,0.23,1.362,0.539,1.231,0.090
06821500,"ARIKAREE RIVER AT HAIGLER, NEBR.",5622.584,0.24,12.64974009,0.02,0.655,0.322,0.101,0.000
06823500,"BUFFALO CREEK NEAR HAIGLER, NEBR.",488.2086,0.00,2.9292516,0.00,0.385,0.176,0.082,0.000
06824500,"REPUBLICAN RIVER AT BENKELMAN, NEBR.",12030.02,3.27,50.10901524,0.07,0.736,0.389,0.160,0.001
06825000,"SOUTH FORK REPUBLICAN RIVER NEAR IDALIA, CO.",3731.495,5.14,7.380057524,0.70,0.668,0.277,0.171,0.000
06825500,"LANDSMAN CREEK NEAR HALE, CO.",694.7496,0.00,1.500732779,0.00,0.729,0.312,0.129,0.000
06826500,"SOUTH FORK REPUBLICAN RIVER NEAR HALE, CO.",4542.241,53.48,9.1103864,5.87,0.683,0.284,0.170,0.000
06827000,"SF REPUBLICAN R NR CO-KS ST LINE, KS",5313.838,53.48,10.72617862,4.99,0.694,0.286,0.169,0.000
06827500,"SOUTH FORK REPUBLICAN RIVER NEAR BENKELMAN, NEBR",6855.634,54.31,14.23841141,3.81,0.746,0.306,0.169,0.000
06828500,"REPUBLICAN RIVER AT STRATTON, NEBR.",21006.47,61.21,76.94554425,0.80,0.737,0.338,0.159,0.001
06829500,"REPUBLICAN RIVER AT TRENTON, NEBR.",21445.72,498.89,80.25318688,6.22,0.742,0.336,0.159,0.001
06831500,"FRENCHMAN CREEK NEAR IMPERIAL, NEBR.",3020.118,5.03,33.53375941,0.15,1.065,0.589,0.195,0.000
06832500,"FRENCHMAN CREEK NEAR ENDERS, NEBR.",3171.151,104.57,35.49631043,2.95,1.074,0.580,0.228,0.003
06834000,"FRENCHMAN CREEK AT PALISADE, NEBR.",3583.258,108.19,40.72358384,2.66,1.041,0.526,0.227,0.003
06835000,"STINKING WATER CREEK NEAR PALISADE, NEBR.",3741.574,0.38,19.82877074,0.02,0.871,0.451,0.117,0.000
06835500,"FRENCHMAN CREEK AT CULBERTSON, NEBR.",7745.986,109.25,65.88019188,1.66,0.949,0.480,0.171,0.001
06836000,"BLACKWOOD CREEK NEAR CULBERTSON, NEBR.",1032.943,28.74,6.200544043,4.64,0.728,0.279,0.061,0.000
06836500,"DRIFTWOOD CREEK NEAR MC COOK, NEBR.",935.0073,0.28,5.61324059,0.05,0.957,0.334,0.082,0.000
06837000,REPUBLICAN RIVER AT MCCOOK NEBR,31752.04,641.32,161.7323497,3.97,0.807,0.366,0.165,0.001
06837300,"RED WILLOW CREEK ABOVE HUGH BUTLER LAKE, NEBR.",1468.529,2.37,7.732414625,0.31,0.709,0.272,0.062,0.000
06837500,"RED WILLOW CREEK NEAR MCCOOK, NEBR.",1808.768,204.51,9.451066028,21.64,0.718,0.233,0.062,0.000
06838000,"RED WILLOW CREEK NEAR RED WILLOW, NEBR.",2070.147,206.04,10.77959493,19.11,0.714,0.234,0.067,0.000
06840000,"FOX CREEK AT CURTIS, NEBR.",192.4911,0.00,2.8873665,0.00,0.700,0.190,0.183,0.000
06841000,"MEDICINE CREEK ABOVE HARRY STRUNK LAKE, NE",2014.673,42.70,29.7610719,1.43,0.700,0.240,0.143,0.000
06841500,"MITCHELL CREEK ABOVE HARRY STRUNK LAKE, NEBR.",135.1692,0.29,2.011604255,0.14,0.775,0.252,0.238,0.000
06842500,"MEDICINE CREEK BELOW HARRY STRUNK LAKE, NEBR.",2300.628,282.72,34.01345062,8.31,0.702,0.238,0.155,0.000
06843500,"REPUBLICAN RIVER AT CAMBRIDGE, NEBR.",37413.17,1144.04,215.0844982,5.32,0.804,0.351,0.165,0.001
06844000,"MUDDY CREEK AT ARAPAHOE, NEBR.",627.8697,2.64,8.171334866,0.32,0.823,0.313,0.277,0.000
06844500,"REPUBLICAN RIVER NEAR ORLEANS, NEBR.",40333.4,1156.99,252.8655323,4.58,0.817,0.356,0.184,0.001
06844900,"SF SAPPA C NR ACHILLES, KS",1153.498,1.15,1.987643158,0.58,1.001,0.398,0.144,0.000
06845000,"SAPPA C NR OBERLIN, KS",2790.271,4.33,4.994230726,0.87,1.003,0.387,0.196,0.001
06845110,"SAPPA C NR LYLE, KS",3782.083,7.10,6.017123859,1.18,1.012,0.413,0.212,0.000
06845200,"SAPPA CREEK NEAR BEAVER CITY, NEBR.",3916.573,7.27,6.152521026,1.18,1.010,0.414,0.214,0.000
06846000,"BEAVER C AT LUDELL, KS",3728.973,1.92,41.97887626,0.05,0.907,0.328,0.209,0.002
06846500,"BEAVER C AT CEDAR BLUFFS, KS",4357.758,3.57,43.22600916,0.08,0.912,0.332,0.195,0.001
06847000,"BEAVER CREEK NEAR BEAVER CITY, NEBR.",5223.181,5.26,44.99375037,0.12,0.950,0.380,0.205,0.001
06847500,"SAPPA CREEK NEAR STAMFORD, NEBR.",9855.951,14.51,82.7899884,0.18,0.988,0.405,0.225,0.001
06847900,"PRAIRIE DOG C AB KEITH SEBELIUS LAKE, KS",1536.188,0.99,3.183629807,0.31,1.141,0.494,0.311,0.001
06848000,"PRAIRIE DOG C AT NORTON, KS",1808.418,239.84,3.741171971,64.11,1.165,0.506,0.337,0.000
06848500,"PRAIRIE DOG C NR WOODRUFF, KS",2575.439,242.07,5.331302955,45.41,1.190,0.530,0.449,0.002
06851000,"CENTER CREEK AT FRANKLIN, NEBR.",457.2045,0.21,14.43044845,0.01,1.408,0.473,1.023,0.021
06851500,"THOMPSON CREEK AT RIVERTON, NEBR.",684.9108,0.53,22.48578594,0.02,1.134,0.454,0.415,0.000
06852000,"ELM CREEK AT AMBOY, NEBR.",134.5446,0.71,4.398086721,0.16,1.096,0.493,0.415,0.000
06853800,"WHITE ROCK C NR BURR OAK, KS",589.4253,1.45,18.84521768,0.08,1.220,0.488,0.502,0.000
06854000,"WHITE ROCK C AT LOVEWELL, KS",895.5756,231.83,28.75429952,8.06,1.193,0.485,0.496,0.000
06855800,"BUFFALO C NR JAMESTOWN, KS",862.2459,3.31,52.51085291,0.06,1.255,0.548,0.613,0.000
06858500,"NF SMOKY HILL R NR MCALLASTER, KS",1802.42,7.98,32.27132074,0.25,0.660,0.306,0.079,0.000
06859500,"LADDER C BL CHALK C NR SCOTT CITY, KS",3673.018,6.76,77.94390288,0.09,0.809,0.294,0.122,0.000
06860000,"SMOKY HILL R AT ELKADER, KS",9033.353,19.86,164.1158796,0.12,0.716,0.282,0.119,0.000
06861000,"SMOKY HILL R NR ARNOLD, KS",12897.8,25.55,208.070921,0.12,0.774,0.310,0.122,0.000
06862000,"SMOKY HILL R AT CEDAR BLUFF DAM, KS",13737.33,926.77,211.6136778,4.38,0.786,0.321,0.134,0.000
06862700,"SMOKY HILL R NR SCHOENCHEN, KS",14327.67,928.38,219.2404303,4.23,0.795,0.331,0.140,0.000
06862850,"SMOKY HILL R BL SCHOENCHEN, KS",14460.83,928.38,220.9714604,4.20,0.800,0.336,0.146,0.000
06863000,"SMOKY HILL R AT PFEIFER, KS",15101.92,928.64,229.2980391,4.05,0.816,0.349,0.157,0.000
06863500,"BIG C NR HAYS, KS",1417.272,0.49,18.61731334,0.03,1.505,0.632,1.099,0.093
06863900,"NF BIG C NR VICTORIA, KS",136.0017,0.00,1.779960329,0.00,1.824,0.849,1.043,0.000
06864000,"SMOKY HILL R NR RUSSELL, KS",17753.54,930.53,264.0709474,3.52,0.922,0.411,0.307,0.014
06864050,"SMOKY HILL R NR BUNKER HILL, KS",18025.09,931.32,267.6679,3.48,0.939,0.419,0.332,0.014
06864500,"SMOKY HILL R AT ELLSWORTH, KS",19334.84,933.23,285.0253173,3.27,0.971,0.436,0.357,0.013
06865500,"SMOKY HILL R NR LANGLEY, KS",20074.09,1470.50,298.0984298,4.93,0.977,0.435,0.362,0.013
06866500,"SMOKY HILL R NR MENTOR, KS",20903.34,1474.21,402.2812247,3.66,0.985,0.437,0.369,0.012
06866900,"SALINE R NR WAKEENEY, KS",1801.593,2.07,32.16400197,0.06,1.078,0.497,0.183,0.007
06867000,"SALINE R NR RUSSELL, KS",3856.955,6.40,69.0899049,0.09,1.043,0.429,0.355,0.004
06868200,"SALINE R AT WILSON DAM, KS",4995.285,919.38,90.00394617,10.21,1.032,0.418,0.428,0.003
06869500,"SALINE R AT TESCOTT, KS",7215.106,956.34,110.8604644,8.63,1.044,0.437,0.462,0.002
06869950,"MULBERRY C NR SALINA, KS",671.6547,4.42,6.297263867,0.70,0.962,0.483,0.418,0.000
06870200,"SMOKY HILL R AT NEW CAMBRIA, KS",29925.4,2448.43,549.6224651,4.45,1.026,0.446,0.476,0.019
06870300,"GYPSUM C NR GYPSUM, KS",303.5799,2.67,38.55079184,0.07,1.047,0.455,0.507,0.000
06871000,"NF SOLOMON R AT GLADE, KS",2424.408,8.10,19.19902757,0.42,1.062,0.479,0.367,0.012
06871500,"BOW C NR STOCKTON, KS",903.7062,1.65,7.466082638,0.22,1.071,0.499,0.329,0.000
06871800,"NF SOLOMON R AT KIRWIN, KS",3609.483,643.38,29.03529486,22.16,1.070,0.489,0.382,0.008
06872500,"NF SOLOMON R AT PORTIS, KS",6217.065,650.87,65.88236215,9.88,1.127,0.511,0.545,0.009
06873000,"SF SOLOMON R AB WEBSTER RE, KS",2698.832,10.84,24.47915112,0.44,0.999,0.428,0.361,0.000
06873200,"SF SOLOMON R BL WEBSTER RE, KS",3014.477,506.50,27.6170828,18.34,1.019,0.439,0.400,0.000
06873460,"SF SOLOMON R AT WOODSTON, KS",4080.075,511.12,85.14537154,6.00,1.057,0.471,0.493,0.000
06874000,"SF SOLOMON R AT OSBORNE, KS",5102.32,516.70,140.9412833,3.67,1.043,0.473,0.499,0.000
06875900,"SOLOMON R NR GLEN ELDER, KS",13705.53,2567.36,317.2610907,8.09,1.092,0.499,0.557,0.004
06876700,"SALT C NR ADA, KS",1056.442,78.75,76.45725357,1.03,0.954,0.453,0.319,0.000
06876900,"SOLOMON R AT NILES, KS",17487.47,2665.06,592.4151518,4.50,1.100,0.501,0.551,0.003
06877600,"SMOKY HILL R AT ENTERPRISE, KS",49592.23,5155.42,1403.953552,3.67,1.062,0.474,0.511,0.013
06878000,"CHAPMAN C NR CHAPMAN, KS",776.4183,3.10,97.76123505,0.03,1.167,0.520,0.383,0.000
06878500,"LYON C NR WOODBINE, KS",619.2,39.81,79.21190304,0.50,1.387,0.663,0.815,0.008
06879650,"KINGS C NR MANHATTAN, KS",11.5065,0.00,2.7040275,0.00,0.370,0.000,0.037,0.000
06879900,"BIG BLUE RIVER AT SURPRISE, NEBR.",903.6045,3.47,48.99280347,0.07,1.339,0.639,0.424,0.000
06880000,"LINCOLN CREEK NEAR SEWARD, NEBR.",1130.25,3.78,62.15961329,0.06,1.343,0.577,0.561,0.011
06880500,"BIG BLUE RIVER AT SEWARD, NEBR.",2846.072,15.33,155.7512617,0.10,1.367,0.607,0.560,0.013
06880800,"WEST FORK BIG BLUE RIVER NR DORCHESTER, NEBR.",3119.244,13.38,172.6785717,0.08,1.478,0.613,0.949,0.044
06881000,"BIG BLUE RIVER NEAR CRETE, NEBR.",7024.251,37.95,388.1196506,0.10,1.439,0.608,0.783,0.032
06881200,"TURKEY CREEK NEAR WILBER, NEBR.",1168.45,2.33,111.2979238,0.02,1.316,0.567,0.477,0.006
06881380,"Turkey Creek near DeWitt, Nebr.",1896.944,48.96,180.4243382,0.27,1.317,0.563,0.465,0.004
06881500,BIG BLUE R AT BEATRICE NEBR,10081.13,136.39,634.0264604,0.22,1.418,0.593,0.747,0.027
06882000,BIG BLUE R AT BARNESTON NEBR,11512.53,258.49,716.9272638,0.36,1.407,0.587,0.729,0.024
06882510,"BIG BLUE R AT MARYSVILLE, KS",12371.28,283.92,861.1176662,0.33,1.399,0.584,0.710,0.022
06883000,"LITTLE BLUE RIVER NEAR DEWEESE, NE",2573.636,29.85,166.9749558,0.18,1.324,0.583,0.778,0.024
06883570,"LITTLE BLUE RIVER NEAR ALEXANDRIA (GILEAD), NEBR",4075.348,40.41,265.7303359,0.15,1.296,0.560,0.682,0.015
06884000,"LITTLE BLUE RIVER NEAR FAIRBURY, NEBR.",6133.182,79.71,421.7426177,0.19,1.309,0.565,0.664,0.010
06884025,"LITTLE BLUE R AT HOLLENBERG, KS",7171.954,95.64,544.5180565,0.18,1.300,0.557,0.642,0.009
